sourceFile,drugCode,genericName,specification,unit,series,category,metadata.englishName,metadata.chineseAcronym,metadata.brandName,metadata.commonDosage,metadata.recommendedDosages,metadata.recommendedFrequency,metadata.form,metadata.route,metadata.indications,metadata.contraindications,metadata.sideEffects,metadata.drugInteractions,metadata.specialInstructions,metadata.pregnancyCategory,metadata.renalAdjustment,metadata.hepaticAdjustment,metadata.frequency1,metadata.frequency2,metadata.frequency3,metadata.frequency4
general-drug-database.ts,gemfibrozil,吉非罗齐,300mg;600mg,mg,贝特类,基于知识图谱扩充,Gemfibrozil,GEM,诺衡,600-1200mg,,每日2次,口服,口服,高甘油三酯血症;混合型血脂异常,胆囊疾病;严重肝肾功能不全,胃肠道反应;肌病;胆石症,华法林;他汀类;瑞格列奈,餐前30分钟服用,C,肾功能不全时减量,肝功能损害时禁用,BID,,,
general-drug-database.ts,risedronate,利塞膦酸钠,5mg;35mg;75mg;150mg,mg,双膦酸盐,基于知识图谱扩充,Risedronate,RIS,雅维,5mg每日或35mg每周,,每日1次;每周1次,口服,口服,骨质疏松症;佩吉特病,食管异常;低钙血症;严重肾功能不全,食管炎;流感样症状;关节痛,钙剂;抗酸剂,晨起空腹服用后直立30分钟,C,肌酐清除率<30ml/min禁用,正常剂量,QD,,,
general-drug-database.ts,denosumab,地舒单抗,60mg/ml(1ml),mg,RANKL抑制剂,基于知识图谱扩充,Denosumab,DEN,普罗力,60mg,,每半年1次,皮下注射,皮下注射,骨质疏松症;骨巨细胞瘤;恶性肿瘤骨转移,低钙血症;妊娠,低钙血症;感染风险增加;颌骨坏死,免疫抑制剂,注射前纠正低钙血症,X,正常剂量,正常剂量,q6mo,,,
general-drug-database.ts,testosterone,十一酸睾酮,40mg,mg,雄激素,基于知识图谱扩充,Testosterone,TEST,安特尔,40-80mg,,每日2次,口服,口服,男性性腺功能减退症;迟发性性腺功能减退,前列腺癌;乳腺癌;严重心肝肾疾病,痤疮;水钠潴留;肝功能异常;血脂异常,华法林;胰岛素;糖皮质激素,餐时服用,X,正常剂量,肝功能损害时禁用,BID,,,
general-drug-database.ts,estradiol,雌二醇,1mg;2mg,mg,雌激素,基于知识图谱扩充,Estradiol,E2,克龄蒙,1-2mg,,每日1次,口服,口服,绝经期综合征;萎缩性阴道炎;骨质疏松预防,雌激素依赖性肿瘤;不明原因阴道出血;血栓栓塞病史,乳房胀痛;恶心;头痛;水肿;血栓风险,华法林;苯妥英;利福平,最低有效剂量最短疗程,X,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,carboplatin,卡铂,50mg;150mg;450mg,mg,铂类抗肿瘤药,基于知识图谱扩充,Carboplatin,CBP,卡铂注射液,300-400mg/m²,,每3-4周1次,静脉注射,静脉注射,甲状腺癌;神经内分泌肿瘤;卵巢癌,严重骨髓抑制;严重肾功能不全;妊娠,骨髓抑制;肾毒性;神经毒性;过敏反应,氨基糖苷类;顺铂;其他肾毒性药物,充分水化预防肾毒性,D,肌酐清除率<60ml/min减量,正常剂量,q3-4w,,,
general-drug-database.ts,doxorubicin,阿霉素,10mg;50mg,mg,蒽环类抗肿瘤药,基于知识图谱扩充,Doxorubicin,DOX,阿霉素注射液,60-75mg/m²,,每3周1次,静脉注射,静脉注射,甲状腺癌;神经内分泌肿瘤;乳腺癌,严重心功能不全;严重骨髓抑制;妊娠,心脏毒性;骨髓抑制;脱发;恶心呕吐,地高辛;华法林;环磷酰胺,监测心功能避免外渗,D,正常剂量,肝功能损害时减量,q3w,,,
general-drug-database.ts,sunitinib,舒尼替尼,12.5mg;25mg;37.5mg;50mg,mg,多靶点酪氨酸激酶抑制剂,基于知识图谱扩充,Sunitinib,SUN,索坦,50mg,,每日1次,口服,口服,神经内分泌肿瘤;肾细胞癌;胃肠间质瘤,妊娠;严重心功能不全;QT间期延长,疲乏;腹泻;恶心;中性粒细胞减少;血小板减少,华法林;地高辛;酮康唑,可与或不与食物同服,D,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,everolimus,依维莫司,2.5mg;5mg;10mg,mg,mTOR抑制剂,基于知识图谱扩充,Everolimus,EVE,飞尼妥,10mg,,每日1次,口服,口服,神经内分泌肿瘤;肾细胞癌;乳腺癌,妊娠;严重肝功能不全;活动性感染,口炎;皮疹;疲乏;腹泻;感染风险增加,CYP3A4抑制剂;活疫苗;ACE抑制剂,餐时服用避免柚子汁,D,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,octreotide,奥曲肽长效制剂,10mg;20mg;30mg,mg,生长抑素类似物,基于知识图谱扩充,Octreotide,OCT,善宁LAR,20mg,,每月1次,肌肉注射,肌肉注射,神经内分泌肿瘤;肢端肥大症;胃肠胰神经内分泌肿瘤,胆囊结石;严重肝功能不全,腹痛;腹泻;胆囊结石;血糖异常;注射部位反应,胰岛素;环孢素;溴隐亭,深部肌肉注射不可静脉给药,B,正常剂量,肝功能损害时减量,q4w,,,
general-drug-database.ts,lanreotide,兰瑞肽,60mg;90mg;120mg,mg,生长抑素类似物,基于知识图谱扩充,Lanreotide,LAN,索马杜林,120mg,,每月1次,肌肉注射,肌肉注射,神经内分泌肿瘤;肢端肥大症,胆囊疾病;严重肝肾功能不全,腹痛;腹泻;胆囊结石;糖尿病;注射部位疼痛,胰岛素;华法林,深部肌肉注射室温复温,B,肾功能不全时减量,肝功能损害时减量,q4w,,,
general-drug-database.ts,pazopanib,帕唑帕尼,200mg;400mg,mg,酪氨酸激酶抑制剂,基于知识图谱扩充,Pazopanib,PAZ,维全特,800mg,,每日1次,口服,口服,甲状腺癌;肾细胞癌;软组织肉瘤,妊娠;严重肝功能不全;未控制的高血压,腹泻;高血压;恶心;疲乏;肝酶升高,华法林;西咪替丁;利福平,空腹服用避免葡萄柚汁,D,正常剂量,肝功能损害时减量或禁用,QD,,,
general-drug-database.ts,gefitinib,吉非替尼,250mg,mg,EGFR酪氨酸激酶抑制剂,基于通用肿瘤知识扩充,Gefitinib,GEF,易瑞沙,250mg,,每日1次,口服,口服,EGFR突变阳性非小细胞肺癌,妊娠;严重间质性肺炎,腹泻;皮疹;甲沟炎;间质性肺炎,华法林;苯妥英;利福平,可与或不与食物同服,D,正常剂量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,erlotinib,厄洛替尼,25mg;100mg;150mg,mg,EGFR酪氨酸激酶抑制剂,基于通用肿瘤知识扩充,Erlotinib,ERL,特罗凯,150mg,,每日1次,口服,口服,EGFR突变阳性非小细胞肺癌,妊娠;严重肝功能损害,腹泻;皮疹;疲乏;呼吸困难,华法林;阿托伐他汀,空腹服用避免葡萄柚汁,D,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,osimertinib,奥希替尼,40mg;80mg,mg,第三代EGFR-TKI,基于通用肿瘤知识扩充,Osimertinib,OSI,泰瑞沙,80mg,,每日1次,口服,口服,EGFR T790M突变阳性非小细胞肺癌,妊娠;QTc延长,腹泻;皮疹;甲沟炎;QTc延长,华法林;地高辛,可与或不与食物同服,D,正常剂量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,alectinib,阿来替尼,150mg,mg,ALK抑制剂,基于通用肿瘤知识扩充,Alectinib,ALE,安圣莎,600mg,,每日2次,口服,口服,ALK阳性非小细胞肺癌,妊娠;严重肝功能损害,便秘;水肿;肌痛;视觉障碍,地高辛;西柚汁,餐时服用,D,正常剂量,肝功能损害时减量,BID,,,
general-drug-database.ts,crizotinib,克唑替尼,200mg;250mg,mg,ALK/ROS1抑制剂,基于通用肿瘤知识扩充,Crizotinib,CRI,赛可瑞,250mg,,每日2次,口服,口服,ALK/ROS1阳性非小细胞肺癌,妊娠;严重肝功能损害,视觉障碍;恶心;腹泻;水肿,地高辛;华法林,可与或不与食物同服,D,正常剂量,肝功能损害时减量,BID,,,
general-drug-database.ts,trastuzumab,曲妥珠单抗,150mg,mg,HER2单克隆抗体,基于通用肿瘤知识扩充,Trastuzumab,TRA,赫赛汀,6mg/kg,,每3周1次,静脉注射,静脉注射,HER2阳性乳腺癌;HER2阳性胃癌,妊娠;严重心功能不全,心脏毒性;输液反应;感染风险增加,阿霉素;蒽环类;紫杉醇,首次输注前预处理,D,正常剂量,正常剂量,q3w,,,
general-drug-database.ts,pertuzumab,帕妥珠单抗,420mg,mg,HER2单克隆抗体,基于通用肿瘤知识扩充,Pertuzumab,PER,帕捷特,840mg首次后420mg维持,,每3周1次,静脉注射,静脉注射,HER2阳性乳腺癌,妊娠;严重心功能不全,心脏毒性;腹泻;脱发;中性粒细胞减少,曲妥珠单抗;多西他赛,首次输注监测心功能,D,正常剂量,正常剂量,q3w,,,
general-drug-database.ts,docetaxel,多西他赛,20mg;80mg,mg,紫杉类抗肿瘤药,基于通用肿瘤知识扩充,Docetaxel,DOC,多西他赛注射液,75mg/m²,,每3周1次,静脉注射,静脉注射,乳腺癌;肺癌;前列腺癌;胃癌,严重肝功能损害;中性粒细胞<1500,中性粒细胞减少;过敏反应;周围神经病变;水肿,华法林;酮康唑;环孢素,预处理防过敏,D,正常剂量,肝功能损害时减量或禁用,q3w,,,
general-drug-database.ts,tamoxifen,他莫昔芬,10mg;20mg,mg,选择性雌激素受体调节剂,基于通用肿瘤知识扩充,Tamoxifen,TAM,三苯氧胺,20mg,,每日1次,口服,口服,雌激素受体阳性乳腺癌,妊娠;血栓栓塞病史;子宫内膜癌,潮热;月经不规律;血栓风险;子宫内膜癌风险,华法林;来曲唑,可与或不与食物同服,D,正常剂量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,letrozole,来曲唑,2.5mg,mg,芳香化酶抑制剂,基于通用肿瘤知识扩充,Letrozole,LET,弗隆,2.5mg,,每日1次,口服,口服,绝经后雌激素受体阳性乳腺癌,妊娠;绝经前;严重肝功能损害,关节痛;潮热;骨质疏松;疲乏,他莫昔芬;雌激素,可与或不与食物同服,X,正常剂量,严重肝功能损害时谨慎,QD,,,
general-drug-database.ts,fluorouracil,氟尿嘧啶,250mg;500mg,mg,嘧啶类抗代谢药,基于通用肿瘤知识扩充,Fluorouracil,5-FU,氟尿嘧啶注射液,400-600mg/m²,,每周1次,静脉注射,静脉注射,结直肠癌;胃癌;乳腺癌,严重骨髓抑制;DPD酶缺陷;妊娠,骨髓抑制;胃肠道反应;手足综合征;神经毒性,叶酸;华法林;苯妥英,避光保存,D,肾功能不全时减量,肝功能损害时减量,QW,,,
general-drug-database.ts,oxaliplatin,奥沙利铂,50mg;100mg,mg,铂类抗肿瘤药,基于通用肿瘤知识扩充,Oxaliplatin,OXA,奥沙利铂注射液,85mg/m²,,每2周1次,静脉注射,静脉注射,结直肠癌;胃癌,严重肾功能不全;周围神经病变;妊娠,周围神经病变;骨髓抑制;过敏反应,氨基糖苷类;呋塞米,避免冷接触,D,肌酐清除率<30ml/min减量,正常剂量,q2w,,,
general-drug-database.ts,irinotecan,伊立替康,40mg;100mg,mg,拓扑异构酶I抑制剂,基于通用肿瘤知识扩充,Irinotecan,IRI,伊立替康注射液,125mg/m²,,每周1次,静脉注射,静脉注射,结直肠癌;小细胞肺癌,严重骨髓抑制;慢性炎症性肠病;妊娠,腹泻;骨髓抑制;脱发;恶心呕吐,阿托品;CYP3A4诱导剂,预处理防胆碱能症状,D,正常剂量,胆红素>3倍ULN减量,QW,,,
general-drug-database.ts,bevacizumab,贝伐珠单抗,100mg;400mg,mg,VEGF单克隆抗体,基于通用肿瘤知识扩充,Bevacizumab,BEV,安维汀,5mg/kg,,每2周1次,静脉注射,静脉注射,结直肠癌;肺癌;肾癌;卵巢癌,近期手术;严重出血;高血压;妊娠,高血压;蛋白尿;出血;血栓栓塞,华法林;化疗药物,手术前后暂停使用,C,正常剂量,正常剂量,q2w,,,
general-drug-database.ts,cetuximab,西妥昔单抗,100mg;500mg,mg,EGFR单克隆抗体,基于通用肿瘤知识扩充,Cetuximab,CET,爱必妥,400mg/m²首次后250mg/m²,,每周1次,静脉注射,静脉注射,KRAS野生型结直肠癌;头颈癌,KRAS突变;妊娠,皮疹;甲沟炎;腹泻;过敏反应,华法林;化疗药物,首次输注前预处理,C,正常剂量,正常剂量,QW,,,
general-drug-database.ts,sorafenib,索拉非尼,200mg,mg,多靶点酪氨酸激酶抑制剂,基于通用肿瘤知识扩充,Sorafenib,SOR,多吉美,400mg,,每日2次,口服,口服,肝细胞癌;甲状腺癌;肾细胞癌,Child-Pugh C级;妊娠;未控制的高血压,腹泻;皮疹;高血压;手足综合征;疲乏,华法林;地高辛;新霉素,空腹或低脂饮食时服用,D,正常剂量,Child-Pugh C级肝功能损害时禁用,BID,,,
general-drug-database.ts,regorafenib,瑞戈非尼,40mg,mg,多靶点酪氨酸激酶抑制剂,基于通用肿瘤知识扩充,Regorafenib,REG,拜万戈,160mg,,每日1次,口服,口服,肝细胞癌;结直肠癌;胃肠间质瘤,Child-Pugh B级以上;妊娠;严重心脏病,疲乏;手足综合征;腹泻;高血压;肝酶升高,华法林;西柚汁,低脂餐时服用,D,正常剂量,Child-Pugh B级以上肝损时禁用,QD,,,
general-drug-database.ts,lenvatinib,仑伐替尼,4mg;10mg,mg,多靶点酪氨酸激酶抑制剂,基于通用肿瘤知识扩充,Lenvatinib,LEN,乐卫玛,8-12mg,,每日1次,口服,口服,肝细胞癌;甲状腺癌;肾细胞癌,Child-Pugh B级以上;妊娠;严重心律失常,高血压;蛋白尿;腹泻;疲乏;食欲减退,华法林;地高辛,可与或不与食物同服,D,肌酐清除率<30ml/min减量,Child-Pugh B级减量C级禁用,QD,,,
general-drug-database.ts,capecitabine,卡培他滨,150mg;500mg,mg,氟嘧啶类抗代谢药,基于通用肿瘤知识扩充,Capecitabine,CAP,希罗达,1000-1250mg/m²,,每日2次,口服,口服,胃癌;结直肠癌;乳腺癌,严重肾功能不全;DPD酶缺陷;妊娠,手足综合征;腹泻;恶心;骨髓抑制,华法林;叶酸;苯妥英,餐后30分钟内服用,D,肌酐清除率<30ml/min减量,肝功能损害时减量,BID,,,
general-drug-database.ts,imiglucerase,伊米苷酶,200U;400U,IU,溶酶体贮积病酶替代治疗,基于罕见病治疗指南扩充,Imiglucerase,IMG,思而赞,15-60U/kg,,每2周1次,静脉注射,静脉注射,I型戈谢病,过敏反应史,输液反应;抗体产生;骨痛,其他酶制剂,输注前预处理,C,正常剂量,正常剂量,q2w,,,
general-drug-database.ts,eliglustat,艾格司他,84mg,mg,葡糖脑苷脂酶抑制剂,基于罕见病治疗指南扩充,Eliglustat,ELI,赛葳,84mg,,每日2次,口服,口服,I型戈谢病,严重肝功能不全;CYP2D6差代谢型,疲劳;头痛;恶心;腹泻;背痛,CYP2D6抑制剂;CYP3A抑制剂,可与或不与食物同服,C,正常剂量,肝功能损害时减量或禁用,BID,,,
general-drug-database.ts,agalsidase,阿加糖苷酶,35mg,mg,溶酶体贮积病酶替代治疗,基于罕见病治疗指南扩充,Agalsidase,AGA,法布赞,1mg/kg,,每2周1次,静脉注射,静脉注射,法布雷病,严重输液反应,输液反应;发热;寒战;高血压;恶心,血管紧张素转换酶抑制剂,输注前预处理防过敏,C,正常剂量,正常剂量,q2w,,,
general-drug-database.ts,alglucosidase,阿糖苷酶,50mg,mg,溶酶体贮积病酶替代治疗,基于罕见病治疗指南扩充,Alglucosidase,ALG,迈兹拜,20mg/kg,,每2周1次,静脉注射,静脉注射,庞贝病,严重呼吸功能不全;严重心功能不全,输液反应;免疫反应;呼吸困难,其他酶制剂,输注前预处理,C,正常剂量,正常剂量,q2w,,,
general-drug-database.ts,nusinersen,诺西那生钠,12mg,mg,反义寡核苷酸,基于罕见病治疗指南扩充,Nusinersen,NUS,拯救注射液,12mg,,首次3剂后每4个月1剂,鞘内注射,鞘内注射,脊髓性肌萎缩症,出血倾向;感染,注射部位反应;头痛;呕吐;发热,抗凝药物;抗血小板药物,无菌操作鞘内注射,C,正常剂量,正常剂量,load-q4mo,,,
general-drug-database.ts,risdiplam,利司扑兰,0.75mg/ml,mg,SMN2剪接修饰剂,基于罕见病治疗指南扩充,Risdiplam,RIS,赖氨酸口服液,0.15-5mg,,每日1次,口服,口服,脊髓性肌萎缩症,妊娠;哺乳,发热;腹泻;皮疹;呼吸道感染,强效CYP1A2诱导剂,餐后服用,C,轻中度肾功能不全无需调整,轻中度肝功能损害无需调整,QD,,,
general-drug-database.ts,octocog,重组凝血因子VIII,250IU;500IU;1000IU;2000IU,IU,凝血因子,基于罕见病治疗指南扩充,Octocog,OCT,瑞复明,25-50IU/kg,,必要时,静脉注射,静脉注射,血友病A,凝血因子VIII抑制物,过敏反应;发热;头痛;注射部位反应,其他凝血因子制品,缓慢静脉注射,C,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,nonacog,重组凝血因子IX,250IU;500IU;1000IU,IU,凝血因子,基于罕见病治疗指南扩充,Nonacog,NON,睿峰,25-50IU/kg,,必要时,静脉注射,静脉注射,血友病B,凝血因子IX抑制物,过敏反应;血栓栓塞;头痛,其他凝血因子制品,缓慢静脉注射,C,正常剂量,正常剂量,PRN,,,
general-drug-database.ts,natalizumab,那他珠单抗,300mg,mg,α4整合素拮抗剂,基于罕见病治疗指南扩充,Natalizumab,NAT,泰沙维,300mg,,每月1次,静脉注射,静脉注射,复发缓解型多发性硬化;克罗恩病,进行性多灶性白质脑病;严重免疫抑制,进行性多灶性白质脑病;过敏反应;肝损伤,其他免疫抑制剂,定期监测JC病毒抗体,C,正常剂量,正常剂量,q4w,,,
general-drug-database.ts,fingolimod,芬戈莫德,0.5mg,mg,鞘磷脂1-磷酸受体调节剂,基于罕见病治疗指南扩充,Fingolimod,FIN,吉利德,0.5mg,,每日1次,口服,口服,复发缓解型多发性硬化,严重心律失常;急性心肌梗塞;活动性感染,心律失常;黄斑水肿;肝酶升高;淋巴细胞减少,免疫抑制剂;活疫苗;β受体阻滞剂,首次给药监测心率,C,正常剂量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,ramucirumab,雷莫芦单抗,100mg;500mg,mg,VEGFR2单克隆抗体,基于通用肿瘤知识扩充,Ramucirumab,RAM,希瑞达,8mg/kg,,每2周1次,静脉注射,静脉注射,胃癌;结直肠癌;肺癌,近期严重出血;动脉血栓病史;妊娠,高血压;蛋白尿;出血;输液反应,华法林;抗血小板药,首次输注前预处理,C,正常剂量,正常剂量,q2w,,,
general-drug-database.ts,pembrolizumab,帕博利珠单抗,100mg,mg,PD-1单克隆抗体,基于通用肿瘤知识扩充,Pembrolizumab,PEM,可瑞达,200mg,,每3周1次,静脉注射,静脉注射,黑色素瘤;肺癌;头颈癌;霍奇金淋巴瘤,严重自身免疫病;器官移植史,免疫相关不良反应;疲乏;皮疹;甲状腺功能异常,免疫抑制剂;糖皮质激素,输注前预处理,C,正常剂量,肝功能损害时谨慎,q3w,,,
general-drug-database.ts,nivolumab,纳武利尤单抗,40mg;100mg,mg,PD-1单克隆抗体,基于通用肿瘤知识扩充,Nivolumab,NIV,欧狄沃,240mg,,每2周1次,静脉注射,静脉注射,黑色素瘤;肺癌;肾癌;头颈癌,严重自身免疫病;器官移植史,免疫相关不良反应;疲乏;皮疹;腹泻,免疫抑制剂;糖皮质激素,输注前监测甲状腺功能,C,正常剂量,肝功能损害时谨慎,q2w,,,
general-drug-database.ts,atezolizumab,阿替利珠单抗,840mg;1200mg,mg,PD-L1单克隆抗体,基于通用肿瘤知识扩充,Atezolizumab,ATE,泰圣奇,1200mg,,每3周1次,静脉注射,静脉注射,肺癌;三阴性乳腺癌;尿路上皮癌,严重自身免疫病;活动性自身免疫病,免疫相关不良反应;疲乏;恶心;食欲减退,免疫抑制剂;糖皮质激素,输注期间监测,C,正常剂量,肝功能损害时谨慎,q3w,,,
general-drug-database.ts,durvalumab,度伐利尤单抗,120mg;500mg,mg,PD-L1单克隆抗体,基于通用肿瘤知识扩充,Durvalumab,DUR,英飞凡,10mg/kg,,每2周1次,静脉注射,静脉注射,肺癌;尿路上皮癌,严重自身免疫病;活动性感染,免疫相关不良反应;疲乏;皮疹;咳嗽,免疫抑制剂;糖皮质激素,输注前监测肺功能,C,正常剂量,肝功能损害时谨慎,q2w,,,
general-drug-database.ts,ipilimumab,伊匹木单抗,50mg;200mg,mg,CTLA-4单克隆抗体,基于通用肿瘤知识扩充,Ipilimumab,IPI,易普利姆玛,3mg/kg,,每12周1次,静脉注射,静脉注射,黑色素瘤,严重自身免疫病;炎症性肠病,免疫相关不良反应;腹泻;皮疹;肝炎,糖皮质激素;免疫抑制剂,严密监测免疫相关不良反应,C,正常剂量,肝功能损害时谨慎,q12w,,,
